식품명,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,출처코드,출처명
멥쌀밥_새일미_백미,원재료성 식품,1,식물성,1,곡류,1013,멥쌀밥,101308,새일미,10130803,백미,0,해당없음,1,농촌진흥청(국가표준식품성분표)
멥쌀밥_농림나1호_칠분도미,원재료성 식품,1,식물성,1,곡류,1013,멥쌀밥,101308,농림나1호,10130804,칠분도미,0,해당없음,1,농촌진흥청(국가표준식품성분표)
멥쌀밥_새일미_현미,원재료성 식품,1,식물성,1,곡류,1013,멥쌀밥,101308,새일미,10130805,현미,0,해당없음,1,농촌진흥청(국가표준식품성분표)
멥쌀밥_신동진_백미,원재료성 식품,1,식물성,1,곡류,1013,멥쌀밥,101309,신동진,10130903,백미,0,해당없음,1,농촌진흥청(국가표준식품성분표)
멥쌀밥_신동진_현미,원재료성 식품,1,식물성,1,곡류,1013,멥쌀밥,101309,신동진,10130905,현미,0,해당없음,1,농촌진흥청(국가표준식품성분표)
멥쌀밥_오대_백미,원재료성 식품,1,식물성,1,곡류,1013,멥쌀밥,101310,오대,10131003,백미,0,해당없음,1,농촌진흥청(국가표준식품성분표)
멥쌀밥_밭벼_칠분도미,원재료성 식품,1,식물성,1,곡류,1013,멥쌀밥,101310,밭벼,10131004,칠분도미,0,해당없음,1,농촌진흥청(국가표준식품성분표)
멥쌀밥_오대_현미,원재료성 식품,1,식물성,1,곡류,1013,멥쌀밥,101310,오대,10131005,현미,0,해당없음,1,농촌진흥청(국가표준식품성분표)
밀_도정_생것,원재료성 식품,1,식물성,1,곡류,1016,밀,101600,해당없음,10160001,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
밀_통밀_생것,원재료성 식품,1,식물성,1,곡류,1016,밀,101600,해당없음,10160013,통밀,1,생것,1,농촌진흥청(국가표준식품성분표)
밀_강력밀가루_분말화한것,원재료성 식품,1,식물성,1,곡류,1016,밀,101601,강력밀가루,10160100,해당없음,6,분말화한것,1,농촌진흥청(국가표준식품성분표)
밀_금강밀_도정_생것,원재료성 식품,1,식물성,1,곡류,1016,밀,101602,금강밀,10160201,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
밀_박력밀가루_분말화한것,원재료성 식품,1,식물성,1,곡류,1016,밀,101604,박력밀가루,10160400,해당없음,6,분말화한것,1,농촌진흥청(국가표준식품성분표)
밀_신미찰밀_도정_생것,원재료성 식품,1,식물성,1,곡류,1016,밀,101607,신미찰밀,10160701,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
밀_중력밀가루_분말화한것,원재료성 식품,1,식물성,1,곡류,1016,밀,101608,중력밀가루,10160800,해당없음,6,분말화한것,1,농촌진흥청(국가표준식품성분표)
밀_통밀가루_분말화한것,원재료성 식품,1,식물성,1,곡류,1016,밀,101610,통밀가루,10161000,해당없음,6,분말화한것,1,농촌진흥청(국가표준식품성분표)
밀_흑밀_도정_생것,원재료성 식품,1,식물성,1,곡류,1016,밀,101613,흑밀,10161301,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
밀_카무트_수입산(미국산)_분말화한것,원재료성 식품,1,식물성,1,곡류,1016,밀,101614,카무트,10161419,수입산(미국산),6,분말화한것,1,농촌진흥청(국가표준식품성분표)
국수_생것,원재료성 식품,1,식물성,1,곡류,1018,국수,101800,해당없음,10180000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
국수_말린것,원재료성 식품,1,식물성,1,곡류,1018,국수,101800,해당없음,10180000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
국수_말린것을 삶은것,원재료성 식품,1,식물성,1,곡류,1018,국수,101800,해당없음,10180000,해당없음,83,말린것을 삶은것,1,농촌진흥청(국가표준식품성분표)
국수_소면_말린것,원재료성 식품,1,식물성,1,곡류,1018,국수,101801,소면,10180100,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
국수_소면_말린것을 삶은것,원재료성 식품,1,식물성,1,곡류,1018,국수,101801,소면,10180100,해당없음,83,말린것을 삶은것,1,농촌진흥청(국가표준식품성분표)
국수_우동_생것,원재료성 식품,1,식물성,1,곡류,1018,국수,101802,우동,10180200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
국수_우동_삶은것,원재료성 식품,1,식물성,1,곡류,1018,국수,101802,우동,10180200,해당없음,46,삶은것,1,농촌진흥청(국가표준식품성분표)
국수_중국국수_생것,원재료성 식품,1,식물성,1,곡류,1018,국수,101804,중국국수,10180400,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
국수_중국국수_삶은것,원재료성 식품,1,식물성,1,곡류,1018,국수,101804,중국국수,10180400,해당없음,46,삶은것,1,농촌진흥청(국가표준식품성분표)
국수_중면_말린것,원재료성 식품,1,식물성,1,곡류,1018,국수,101805,중면,10180500,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
국수_중면_말린것을 삶은것,원재료성 식품,1,식물성,1,곡류,1018,국수,101805,중면,10180500,해당없음,83,말린것을 삶은것,1,농촌진흥청(국가표준식품성분표)
국수_쫄면_말린것,원재료성 식품,1,식물성,1,곡류,1018,국수,101806,쫄면,10180600,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
국수_칼국수_생것,원재료성 식품,1,식물성,1,곡류,1018,국수,101807,칼국수,10180700,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
국수_칼국수_반정도 말린것,원재료성 식품,1,식물성,1,곡류,1018,국수,101807,칼국수,10180700,해당없음,5,반정도 말린것,1,농촌진흥청(국가표준식품성분표)
국수_칼국수_삶은것,원재료성 식품,1,식물성,1,곡류,1018,국수,101807,칼국수,10180700,해당없음,46,삶은것,1,농촌진흥청(국가표준식품성분표)
파스타_마카로니_말린것,원재료성 식품,1,식물성,1,곡류,1024,파스타,102401,마카로니,10240100,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
파스타_마카로니_말린것을 삶은것,원재료성 식품,1,식물성,1,곡류,1024,파스타,102401,마카로니,10240100,해당없음,83,말린것을 삶은것,1,농촌진흥청(국가표준식품성분표)
파스타_스파게티_말린것,원재료성 식품,1,식물성,1,곡류,1024,파스타,102402,스파게티,10240200,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
파스타_스파게티_말린것을 삶은것,원재료성 식품,1,식물성,1,곡류,1024,파스타,102402,스파게티,10240200,해당없음,83,말린것을 삶은것,1,농촌진흥청(국가표준식품성분표)
보리_분말화한것,원재료성 식품,1,식물성,1,곡류,1025,보리,102500,해당없음,10250000,해당없음,6,분말화한것,1,농촌진흥청(국가표준식품성분표)
보리_볶은것,원재료성 식품,1,식물성,1,곡류,1025,보리,102500,해당없음,10250000,해당없음,58,볶은것,1,농촌진흥청(국가표준식품성분표)
보리_껍질 포함_분말화한것,원재료성 식품,1,식물성,1,곡류,1025,보리,102500,해당없음,10250073,껍질 포함,6,분말화한것,1,농촌진흥청(국가표준식품성분표)
보리_겉보리_도정_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102501,겉보리,10250101,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
보리_겉보리_조곡_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102501,겉보리,10250106,조곡,1,생것,1,농촌진흥청(국가표준식품성분표)
보리_겉보리_압맥,원재료성 식품,1,식물성,1,곡류,1025,보리,102501,겉보리,10250115,압맥,0,해당없음,1,농촌진흥청(국가표준식품성분표)
보리_겉보리_할맥,원재료성 식품,1,식물성,1,곡류,1025,보리,102501,겉보리,10250116,할맥,0,해당없음,1,농촌진흥청(국가표준식품성분표)
보리_두산8호_도정_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102502,두산8호,10250201,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
보리_미숫가루_분말화한것,원재료성 식품,1,식물성,1,곡류,1025,보리,102503,미숫가루,10250300,해당없음,6,분말화한것,1,농촌진흥청(국가표준식품성분표)
보리_서둔찰보리_도정_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102504,서둔찰보리,10250401,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
보리_쌀보리_도정_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102505,쌀보리,10250501,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
보리_엿기름_말린것,원재료성 식품,1,식물성,1,곡류,1025,보리,102506,엿기름,10250600,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
보리_찰보리_도정_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102507,찰보리,10250701,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
보리_찰보리_할맥,원재료성 식품,1,식물성,1,곡류,1025,보리,102507,찰보리,10250716,할맥,0,해당없음,1,농촌진흥청(국가표준식품성분표)
보리_늘보리_도정_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102508,늘보리,10250801,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
보리_누리찰_도정_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102509,누리찰,10250901,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
보리_호강_도정_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102510,호강,10251001,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
보리_큰알보리1호_도정_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102511,큰알보리1호,10251101,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
보리_큰알보리1호_조곡_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102511,큰알보리1호,10251106,조곡,1,생것,1,농촌진흥청(국가표준식품성분표)
보리_흑수청찰_도정_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102512,흑수청찰,10251201,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
보리_흑수청찰_조곡_생것,원재료성 식품,1,식물성,1,곡류,1025,보리,102512,흑수청찰,10251206,조곡,1,생것,1,농촌진흥청(국가표준식품성분표)
보리밥_쌀보리,원재료성 식품,1,식물성,1,곡류,1026,보리밥,102601,쌀보리,10260100,해당없음,0,해당없음,1,농촌진흥청(국가표준식품성분표)
보리밥_누리찰,원재료성 식품,1,식물성,1,곡류,1026,보리밥,102602,누리찰,10260200,해당없음,0,해당없음,1,농촌진흥청(국가표준식품성분표)
보리밥_호강,원재료성 식품,1,식물성,1,곡류,1026,보리밥,102603,호강,10260300,해당없음,0,해당없음,1,농촌진흥청(국가표준식품성분표)
보리밥_겉보리,원재료성 식품,1,식물성,1,곡류,1026,보리밥,102604,겉보리,10260400,해당없음,0,해당없음,1,농촌진흥청(국가표준식품성분표)
보리밥_큰알보리1호,원재료성 식품,1,식물성,1,곡류,1026,보리밥,102605,큰알보리1호,10260500,해당없음,0,해당없음,1,농촌진흥청(국가표준식품성분표)
보리밥_흑수청찰,원재료성 식품,1,식물성,1,곡류,1026,보리밥,102606,흑수청찰,10260600,해당없음,0,해당없음,1,농촌진흥청(국가표준식품성분표)
수수_도정_생것,원재료성 식품,1,식물성,1,곡류,1027,수수,102700,해당없음,10270001,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
수수_통수수_생것,원재료성 식품,1,식물성,1,곡류,1027,수수,102700,해당없음,10270017,통수수,1,생것,1,농촌진흥청(국가표준식품성분표)
수수_찰수수_도정_생것,원재료성 식품,1,식물성,1,곡류,1027,수수,102701,찰수수,10270101,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
수수_찰수수+남풍찰_도정_생것,원재료성 식품,1,식물성,1,곡류,1027,수수,102703,찰수수+남풍찰,10270301,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
수수_찰수수+소담찰_도정_생것,원재료성 식품,1,식물성,1,곡류,1027,수수,102704,찰수수+소담찰,10270401,도정,1,생것,1,농촌진흥청(국가표준식품성분표)
옥수수_분말화한것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103000,해당없음,10300000,해당없음,6,분말화한것,1,농촌진흥청(국가표준식품성분표)
옥수수_단옥수수_생것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103002,단옥수수,10300200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
옥수수_단옥수수_삶은것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103002,단옥수수,10300200,해당없음,46,삶은것,1,농촌진흥청(국가표준식품성분표)
옥수수_단옥수수_찐것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103002,단옥수수,10300200,해당없음,49,찐것,1,농촌진흥청(국가표준식품성분표)
옥수수_메옥수수_생것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103003,메옥수수,10300300,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
옥수수_메옥수수_말린것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103003,메옥수수,10300300,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
옥수수_메옥수수_삶은것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103003,메옥수수,10300300,해당없음,46,삶은것,1,농촌진흥청(국가표준식품성분표)
옥수수_메옥수수_구운것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103003,메옥수수,10300300,해당없음,50,구운것,1,농촌진흥청(국가표준식품성분표)
옥수수_찰옥수수_생것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103007,찰옥수수,10300700,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
옥수수_찰옥수수_말린것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103007,찰옥수수,10300700,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
옥수수_찰옥수수_삶은것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103007,찰옥수수,10300700,해당없음,46,삶은것,1,농촌진흥청(국가표준식품성분표)
옥수수_찰옥수수_찐것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103007,찰옥수수,10300700,해당없음,49,찐것,1,농촌진흥청(국가표준식품성분표)
옥수수_강다옥_말린것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103010,강다옥,10301000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
옥수수_광평옥_말린것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103011,광평옥,10301100,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
옥수수_다안옥_말린것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103012,다안옥,10301200,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
옥수수_다평옥_말린것,원재료성 식품,1,식물성,1,곡류,1030,옥수수,103013,다평옥,10301300,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
